Index,Gender,Age,Age Group,Order Month,Status,Platform,Category,Size,Quantity,Amount,City,State,Type of Transaction
264,Women,32,Young Adults,12,Delivered,Flipkart,Saree,Free,1,791,Gurgaon,Haryana,B2C
265,Women,37,Middle Age Adult,12,Delivered,Myntra,Saree,Free,1,353,Kolkata,West bengal,B2C
266,Women,20,Youth,12,Delivered,Amazon,Set,3XL,1,655,Hyderabad,Telangana,B2C
267,Women,33,Young Adults,12,Delivered,Flipkart,Kurta,S,1,435,Ghansoli,Maharashtra,B2C
268,Women,38,Middle Age Adult,12,Delivered,Amazon,Kurta,L,1,432,Karur,Tamil nadu,B2C
269,Men,24,Youth,12,Cancelled,Amazon,Western dress,XL,1,721,Kozhikode,Kerala,B2C
270,Women,21,Youth,12,Delivered,Amazon,Set,M,1,968,Wardha,Maharashtra,B2C
271,Women,31,Young Adults,12,Delivered,Others,Kurta,3XL,1,399,New delhi,Delhi,B2C
272,Women,78,Elderly,12,Delivered,Amazon,Kurta,S,1,399,Vellore,Tamil nadu,B2C
273,Women,30,Young Adults,12,Delivered,Amazon,Set,XL,1,737,Hyderabad,Telangana,B2C
274,Women,46,Middle Age Adult,12,Delivered,Amazon,Set,L,1,1523,Bengaluru,Karnataka,B2C
275,Women,20,Youth,12,Delivered,Flipkart,Top,L,1,360,Tiswadi,Goa,B2C
276,Women,22,Youth,12,Delivered,Meesho,Set,XL,1,988,Bengaluru,Karnataka,B2C
277,Women,18,Youth,12,Delivered,Flipkart,Set,XXL,1,599,Lucknow,Uttar pradesh,B2C
278,Women,24,Youth,12,Refunded,Flipkart,Set,L,1,597,Berhampur,Odisha,B2C
279,Women,39,Middle Age Adult,12,Delivered,Flipkart,Kurta,M,1,544,Bengaluru,Karnataka,B2C
280,Women,22,Youth,12,Delivered,Amazon,Set,3XL,1,654,Ghaziabad,Uttar pradesh,B2C
281,Women,46,Middle Age Adult,12,Delivered,Amazon,Set,M,1,1065,Dumraon,Bihar,B2C
282,Women,45,Middle Age Adult,12,Delivered,Myntra,Kurta,XL,1,363,New delhi,Delhi,B2C
283,Women,22,Youth,12,Delivered,Myntra,Set,XL,1,613,Solapur,Maharashtra,B2C
284,Women,49,Senior,12,Delivered,Myntra,Saree,Free,1,852,Bhagalpur,Bihar,B2C
285,Women,23,Youth,12,Delivered,Others,Kurta,L,1,426,Chennai,Tamil nadu,B2C
286,Women,31,Young Adults,12,Delivered,Flipkart,Top,S,1,704,Karnal,Haryana,B2C
287,Women,61,Elderly,12,Cancelled,Myntra,Kurta,L,1,469,Pune,Maharashtra,B2C
288,Women,50,Senior,12,Delivered,Amazon,Saree,Free,1,696,Kolkata,West bengal,B2C
289,Women,32,Young Adults,12,Delivered,Flipkart,Set,XXL,1,1126,Lucknow,Uttar pradesh,B2C
290,Women,78,Elderly,12,Delivered,Flipkart,Set,M,1,635,Kolkata,West bengal,B2C
291,Women,32,Young Adults,12,Delivered,Myntra,Set,L,1,1299,Pune,Maharashtra,B2C
292,Women,54,Senior,12,Delivered,Amazon,Set,XXL,1,824,Rishikesh,Uttarakhand,B2C
293,Women,43,Middle Age Adult,12,Delivered,Flipkart,Kurta,XL,1,441,Hyderabad,Telangana,B2C
294,Women,38,Middle Age Adult,12,Delivered,Amazon,Top,S,1,574,Navi mumbai,Maharashtra,B2C
295,Women,45,Middle Age Adult,12,Delivered,Flipkart,Kurta,XS,1,301,Allahabad,Uttar pradesh,B2C
296,Women,39,Middle Age Adult,12,Cancelled,Ajio,Set,XL,1,698,Gonda,Uttar pradesh,B2C
297,Women,51,Senior,12,Delivered,Amazon,Kurta,M,1,292,Navi mumbai,Maharashtra,B2C
298,Women,30,Young Adults,12,Returned,Flipkart,Set,XL,1,635,Kudukkimotta,Kerala,B2C
299,Women,21,Youth,12,Delivered,Myntra,Set,S,1,523,Srikakulam,Andhra pradesh,B2C
300,Women,44,Middle Age Adult,12,Delivered,Flipkart,Set,3XL,1,837,Ramagundam,Telangana,B2C
301,Men,20,Youth,12,Delivered,Amazon,Kurta,M,1,329,Kolkata,West bengal,B2C
302,Men,35,Young Adults,12,Delivered,Amazon,Kurta,S,1,383,Dehradun,Uttarakhand,B2C
303,Men,18,Youth,12,Delivered,Amazon,Kurta,XL,1,435,Bengaluru,Karnataka,B2C
304,Men,49,Senior,12,Delivered,Amazon,Western dress,3XL,1,715,Trichy,Tamil nadu,B2C
305,Women,46,Middle Age Adult,12,Delivered,Myntra,Set,XL,1,692,Vengara,Kerala,B2C
306,Women,42,Middle Age Adult,12,Delivered,Ajio,Set,XXL,1,751,Amravati,Maharashtra,B2C
307,Men,23,Youth,12,Delivered,Flipkart,Kurta,XXL,1,399,Thane,Maharashtra,B2C
308,Women,36,Young Adults,12,Delivered,Flipkart,Kurta,XL,1,481,Noida,Uttar pradesh,B2C
309,Men,67,Elderly,12,Delivered,Ajio,Western dress,M,1,744,Gadag betigeri,Karnataka,B2C
310,Men,76,Elderly,12,Delivered,Meesho,Western dress,XXL,1,791,Hyderabad,Telangana,B2C
311,Women,76,Elderly,12,Delivered,Myntra,Kurta,S,1,764,Kolkata,West bengal,B2C
312,Men,31,Young Adults,12,Delivered,Flipkart,Western dress,3XL,1,842,Hyderabad,Telangana,B2C
313,Women,27,Young Adults,12,Delivered,Myntra,Kurta,XL,1,318,Palghar,Maharashtra,B2C
314,Men,19,Youth,12,Returned,Ajio,Western dress,XXL,1,771,Coimbatore,Tamil nadu,B2C
315,Men,43,Middle Age Adult,12,Delivered,Flipkart,Western dress,L,1,743,Ettumanoor,Kerala,B2C
316,Women,36,Young Adults,12,Delivered,Myntra,Kurta,S,1,329,Erode,Tamil nadu,B2C
317,Women,42,Middle Age Adult,12,Returned,Ajio,Top,XXL,1,518,Bengaluru,Karnataka,B2C
318,Women,32,Young Adults,12,Delivered,Amazon,Set,XS,1,1186,Bengaluru,Karnataka,B2C
319,Women,26,Young Adults,12,Delivered,Ajio,Blouse,M,1,850,Singrauli,Madhya pradesh,B2C
320,Women,22,Youth,12,Delivered,Meesho,Blouse,L,1,545,Mumbai,Maharashtra,B2C
321,Men,34,Young Adults,12,Delivered,Myntra,Western dress,L,1,940,Koyyalagudem,Andhra pradesh,B2C
322,Women,51,Senior,12,Delivered,Amazon,Set,S,1,612,Shahbad,Haryana,B2C
323,Women,21,Youth,12,Delivered,Myntra,Saree,Free,1,747,Dehradun,Uttarakhand,B2C
324,Women,43,Middle Age Adult,12,Delivered,Myntra,Saree,Free,1,599,New delhi,Delhi,B2C
325,Women,42,Middle Age Adult,12,Delivered,Others,Saree,Free,1,459,Bengaluru,Karnataka,B2C
326,Women,43,Middle Age Adult,12,Returned,Myntra,Set,XS,1,560,Bengaluru,Karnataka,B2C
327,Women,48,Senior,12,Delivered,Flipkart,Top,XL,1,751,Sangli miraj kupwad,Maharashtra,B2C
328,Women,60,Elderly,12,Delivered,Amazon,Kurta,L,1,487,Bengaluru,Karnataka,B2C
329,Women,74,Elderly,12,Delivered,Myntra,Set,L,1,985,Greater noida,Uttar pradesh,B2C
330,Women,26,Young Adults,12,Delivered,Flipkart,Set,XS,1,1122,Mumbai,Maharashtra,B2C
331,Women,39,Middle Age Adult,12,Delivered,Amazon,Set,XL,1,666,Bengaluru,Karnataka,B2C
332,Women,41,Middle Age Adult,12,Delivered,Amazon,Set,M,1,1205,Chennai,Tamil nadu,B2C
333,Men,77,Elderly,12,Delivered,Myntra,Western dress,XXL,1,721,Vasai virar,Maharashtra,B2C
334,Women,19,Youth,12,Delivered,Flipkart,Top,3XL,1,469,Karimnagar,Telangana,B2C
335,Women,24,Youth,12,Delivered,Myntra,Kurta,XXL,1,435,Bengaluru,Karnataka,B2C
336,Women,39,Middle Age Adult,12,Delivered,Amazon,Set,XXL,1,1186,Bhubaneswar,Odisha,B2C
337,Men,31,Young Adults,12,Delivered,Ajio,Western dress,XS,1,735,Sirkali,Tamil nadu,B2C
338,Women,61,Elderly,12,Delivered,Myntra,Kurta,L,1,292,Secunderabad,Telangana,B2C
339,Men,57,Elderly,12,Delivered,Amazon,Western dress,XXL,1,791,Surat,Gujarat,B2C
340,Women,18,Youth,12,Delivered,Flipkart,Kurta,M,1,316,Bengaluru,Karnataka,B2C
341,Women,37,Middle Age Adult,12,Delivered,Ajio,Kurta,XL,1,471,Bengaluru,Karnataka,B2C
342,Men,19,Youth,12,Delivered,Myntra,Western dress,XXL,1,825,New delhi,Delhi,B2C
343,Women,38,Middle Age Adult,12,Delivered,Amazon,Set,S,1,1199,New delhi,Delhi,B2C
344,Women,26,Young Adults,12,Refunded,Nalli,Set,XS,1,1115,Ambikapur,Chhattisgarh,B2C
345,Women,41,Middle Age Adult,12,Delivered,Amazon,Saree,Free,1,449,Sedam,Karnataka,B2C
346,Women,54,Senior,12,Delivered,Amazon,Kurta,XXL,1,569,Thane,Maharashtra,B2C
347,Women,25,Youth,12,Delivered,Flipkart,Kurta,XS,1,529,Hyderabad,Telangana,B2C
348,Men,46,Middle Age Adult,12,Delivered,Ajio,Western dress,XS,1,776,Guwahati,Assam,B2C
349,Women,34,Young Adults,12,Cancelled,Amazon,Kurta,L,1,292,Ghaziabad,Uttar pradesh,B2C
350,Women,27,Young Adults,12,Delivered,Flipkart,Set,L,1,641,Mumbai,Maharashtra,B2C
351,Women,40,Middle Age Adult,12,Delivered,Amazon,Set,XS,1,1036,Mumbai,Maharashtra,B2C
352,Women,18,Youth,12,Delivered,Myntra,Set,XL,1,692,Rishikesh,Uttarakhand,B2C
353,Women,29,Young Adults,12,Delivered,Flipkart,Set,S,1,653,New delhi,Delhi,B2C
354,Men,25,Youth,12,Delivered,Myntra,Western dress,S,1,791,Bengaluru,Karnataka,B2C
355,Women,73,Elderly,12,Delivered,Flipkart,Saree,Free,1,583,Udaipur,Rajasthan,B2C
356,Women,18,Youth,12,Delivered,Flipkart,Saree,Free,1,548,Solapur,Maharashtra,B2C
357,Men,33,Young Adults,12,Delivered,Meesho,Western dress,M,1,735,Bengaluru,Karnataka,B2C
358,Women,29,Young Adults,12,Delivered,Amazon,Kurta,S,1,475,Mumbai,Maharashtra,B2C
359,Women,64,Elderly,12,Cancelled,Myntra,Set,XXL,1,898,Chennai,Tamil nadu,B2C
360,Women,35,Young Adults,12,Delivered,Amazon,Set,M,1,646,Ahmedabad,Gujarat,B2C
361,Women,23,Youth,12,Delivered,Flipkart,Set,3XL,1,545,Udaipur,Rajasthan,B2C
362,Women,33,Young Adults,12,Delivered,Amazon,Kurta,M,1,435,Surat,Gujarat,B2C
363,Women,49,Senior,12,Delivered,Nalli,Kurta,XL,1,399,Buchireddipalem,Andhra pradesh,B2C
364,Women,52,Senior,12,Delivered,Flipkart,Saree,Free,1,442,South goa,Goa,B2C
365,Women,29,Young Adults,12,Delivered,Others,Set,XL,1,824,Dharwad,Karnataka,B2C
366,Women,38,Middle Age Adult,12,Delivered,Meesho,Set,XL,1,1238,Secunderabad,Telangana,B2C
367,Women,18,Youth,12,Delivered,Meesho,Set,XL,1,835,Hyderabad,Telangana,B2C
368,Women,18,Youth,12,Delivered,Flipkart,Kurta,XS,1,315,Malappuram,Kerala,B2C
369,Women,33,Young Adults,12,Delivered,Meesho,Kurta,L,1,449,Kolkata,West bengal,B2C
370,Women,59,Elderly,12,Delivered,Flipkart,Set,M,1,759,Chennai,Tamil nadu,B2C
371,Women,57,Elderly,12,Delivered,Amazon,Saree,Free,1,684,Thane,Maharashtra,B2C
372,Women,36,Young Adults,12,Delivered,Nalli,Kurta,M,1,292,Kullu,Himachal pradesh,B2C
373,Women,30,Young Adults,12,Delivered,Nalli,Set,L,1,579,Pirangut,Maharashtra,B2C
374,Men,40,Middle Age Adult,12,Delivered,Flipkart,Kurta,3XL,1,545,Bengaluru,Karnataka,B2C
375,Women,23,Youth,12,Cancelled,Amazon,Set,L,1,788,Bengaluru,Karnataka,B2C
376,Men,53,Senior,12,Delivered,Flipkart,Ethnic dress,S,1,899,Bengaluru,Karnataka,B2C
377,Women,47,Senior,12,Returned,Myntra,Set,L,1,1068,Kaladhungi,Uttarakhand,B2C
378,Women,32,Young Adults,12,Delivered,Amazon,Set,L,1,788,New delhi,Delhi,B2C
379,Women,31,Young Adults,12,Delivered,Amazon,Saree,Free,1,968,Vaishali,Bihar,B2C
380,Women,57,Elderly,12,Delivered,Myntra,Kurta,XL,1,301,New delhi,Delhi,B2C
381,Men,34,Young Adults,12,Delivered,Myntra,Western dress,XL,1,744,Thiruvananthapuram,Kerala,B2C
382,Women,18,Youth,12,Delivered,Amazon,Set,S,1,1199,Faridpur bareilly district,Uttar pradesh,B2C
383,Women,69,Elderly,12,Delivered,Ajio,Kurta,XL,1,382,Bengaluru,Karnataka,B2C
384,Women,32,Young Adults,12,Delivered,Amazon,Saree,Free,1,958,Rasayani,Maharashtra,B2B
385,Women,31,Young Adults,12,Returned,Flipkart,Set,M,1,715,Hyderabad,Telangana,B2C
386,Women,48,Senior,12,Cancelled,Flipkart,Set,L,1,792,Pune,Maharashtra,B2C
387,Women,55,Senior,12,Delivered,Nalli,Saree,Free,1,1018,Dhaliyur,Tamil nadu,B2C
388,Women,74,Elderly,12,Delivered,Amazon,Set,L,1,693,Gurugram,Haryana,B2C
389,Women,28,Young Adults,12,Delivered,Flipkart,Kurta,M,1,375,Bengaluru,Karnataka,B2C
390,Women,21,Youth,12,Delivered,Others,Kurta,XXL,1,523,Dowleswaram,Andhra pradesh,B2C
391,Women,32,Young Adults,12,Delivered,Ajio,Set,3XL,1,967,Puducherry,Puducherry,B2C
392,Women,47,Senior,12,Delivered,Amazon,Set,XXL,1,612,Chennai,Tamil nadu,B2C
393,Women,30,Young Adults,12,Delivered,Flipkart,Top,XXL,1,375,Pune,Maharashtra,B2C
394,Men,38,Middle Age Adult,12,Delivered,Amazon,Western dress,L,1,956,Bapatla,Andhra pradesh,B2C
395,Women,56,Elderly,12,Delivered,Myntra,Set,XL,1,888,Vizianagaram,Andhra pradesh,B2C
396,Women,35,Young Adults,12,Delivered,Others,Set,S,1,1154,New delhi,Delhi,B2C
397,Women,44,Middle Age Adult,12,Delivered,Myntra,Top,XL,1,663,Dehradun,Uttarakhand,B2C
398,Women,31,Young Adults,12,Delivered,Amazon,Kurta,XXL,1,487,Kolkata,West bengal,B2C
399,Women,22,Youth,12,Delivered,Myntra,Kurta,S,1,399,Warora,Maharashtra,B2C
400,Women,53,Senior,12,Returned,Amazon,Set,XL,1,939,Siddipet,Telangana,B2C
401,Women,47,Senior,12,Delivered,Nalli,Set,3XL,1,1364,Ranchi,Jharkhand,B2C
402,Women,34,Young Adults,12,Delivered,Amazon,Saree,Free,1,648,Kalyan,Maharashtra,B2C
403,Women,18,Youth,12,Returned,Myntra,Top,M,1,574,Rajam,Andhra pradesh,B2C
404,Women,68,Elderly,12,Delivered,Amazon,Saree,Free,1,376,Sidcul haridwar,Uttarakhand,B2C
405,Women,61,Elderly,12,Delivered,Nalli,Kurta,XXL,1,461,Mohali,Punjab,B2C
406,Women,34,Young Adults,12,Delivered,Myntra,Set,XL,1,698,Bengaluru,Karnataka,B2C
407,Women,22,Youth,12,Delivered,Nalli,Set,M,1,1523,Bengaluru,Karnataka,B2C
408,Men,40,Middle Age Adult,12,Delivered,Ajio,Ethnic dress,XXL,1,1099,Kolkata,West bengal,B2C
409,Men,39,Middle Age Adult,12,Delivered,Amazon,Kurta,XL,1,432,Berhampur,Odisha,B2C
410,Women,59,Elderly,12,Delivered,Amazon,Set,L,1,478,Secunderabad,Telangana,B2C
411,Women,46,Middle Age Adult,12,Delivered,Flipkart,Set,L,1,569,Bangalore,Karnataka,B2C
412,Women,66,Elderly,12,Delivered,Amazon,Set,XS,1,788,Balrampur,Uttar pradesh,B2C
413,Women,19,Youth,12,Delivered,Myntra,Set,3XL,1,1140,Chennai,Tamil nadu,B2C
414,Women,29,Young Adults,12,Delivered,Nalli,Set,XXL,1,1201,Roorkee,Uttarakhand,B2C
415,Women,45,Middle Age Adult,12,Delivered,Ajio,Set,M,1,999,Deoria,Uttar pradesh,B2C
416,Men,25,Youth,12,Delivered,Flipkart,Saree,Free,1,291,Rae bareli,Uttar pradesh,B2C
417,Men,54,Senior,12,Delivered,Amazon,Western dress,L,1,614,Surat,Gujarat,B2C
418,Men,33,Young Adults,12,Delivered,Flipkart,Kurta,XXL,1,688,Thane,Maharashtra,B2C
419,Women,24,Youth,12,Returned,Flipkart,Set,S,1,835,Bengaluru,Karnataka,B2C
420,Women,28,Young Adults,12,Delivered,Flipkart,Set,M,1,1163,Ganganagar,Rajasthan,B2C
421,Women,40,Middle Age Adult,12,Delivered,Myntra,Set,XS,1,888,Mumbai,Maharashtra,B2C
422,Women,24,Youth,12,Delivered,Flipkart,Set,XS,1,1075,Patna,Bihar,B2C
423,Men,40,Middle Age Adult,12,Delivered,Amazon,Top,S,1,330,Mumbai,Maharashtra,B2C
424,Men,40,Middle Age Adult,12,Delivered,Amazon,Kurta,4XL,1,683,Visakhapatnam,Andhra pradesh,B2C
425,Men,53,Senior,12,Delivered,Myntra,Western dress,M,1,885,Bhandara,Maharashtra,B2C
426,Women,26,Young Adults,12,Delivered,Flipkart,Kurta,S,1,533,Bengaluru,Karnataka,B2C
427,Women,78,Elderly,12,Delivered,Amazon,Kurta,XS,1,435,Chennai,Tamil nadu,B2C
428,Women,61,Elderly,12,Delivered,Ajio,Kurta,M,1,475,Mumbai,Maharashtra,B2C
429,Women,35,Young Adults,12,Delivered,Myntra,Set,XS,1,1186,Alanthurai,Tamil nadu,B2C
430,Men,64,Elderly,12,Delivered,Amazon,Western dress,L,1,715,Kanpur,Uttar pradesh,B2C
431,Women,43,Middle Age Adult,12,Delivered,Myntra,Set,XXL,1,1125,Lucknow,Uttar pradesh,B2C
432,Women,36,Young Adults,12,Delivered,Amazon,Saree,Free,1,1186,Mumbai,Maharashtra,B2C
433,Women,33,Young Adults,12,Delivered,Amazon,Kurta,M,1,487,Udupi,Karnataka,B2C
434,Women,44,Middle Age Adult,12,Delivered,Flipkart,Set,XL,1,499,Titlagarh,Odisha,B2C
435,Men,19,Youth,12,Delivered,Myntra,Set,S,1,716,Bengaluru,Karnataka,B2C
436,Women,20,Youth,12,Delivered,Amazon,Set,XXL,1,758,Navi mumbai,Maharashtra,B2B
437,Women,24,Youth,12,Delivered,Myntra,Set,3XL,1,721,Kolkata,West bengal,B2C
438,Women,50,Senior,12,Delivered,Myntra,Blouse,L,1,1099,Bettiah,Bihar,B2C
439,Women,39,Middle Age Adult,12,Delivered,Amazon,Set,XL,1,1481,Bengaluru,Karnataka,B2C
440,Women,46,Middle Age Adult,12,Delivered,Amazon,Top,L,1,487,Bangalore,Karnataka,B2C
441,Women,23,Youth,12,Delivered,Amazon,Top,XL,1,550,Pathanamthitta,Kerala,B2C
442,Men,57,Elderly,12,Delivered,Flipkart,Ethnic dress,XXL,1,845,Meerut,Uttar pradesh,B2C
443,Women,34,Young Adults,12,Delivered,Amazon,Set,M,1,1072,Port blair,Andaman & nicobar ,B2C
444,Women,23,Youth,12,Delivered,Amazon,Kurta,XS,1,399,Bengaluru,Karnataka,B2C
445,Women,28,Young Adults,12,Delivered,Meesho,Kurta,S,1,399,Faridabad,Haryana,B2C
446,Women,51,Senior,12,Delivered,Amazon,Saree,Free,1,988,Hamirpur,Himachal pradesh,B2C
447,Women,75,Elderly,12,Delivered,Amazon,Kurta,XXL,1,499,Hyderabad,Telangana,B2C
448,Women,24,Youth,12,Delivered,Myntra,Kurta,M,1,435,Nattakam,Kerala,B2C
449,Men,35,Young Adults,12,Delivered,Amazon,Set,S,1,597,New delhi,Delhi,B2C
450,Women,54,Senior,12,Delivered,Amazon,Kurta,S,1,399,Bengaluru,Karnataka,B2C
451,Women,27,Young Adults,12,Delivered,Ajio,Kurta,M,1,517,Lucknow,Uttar pradesh,B2C
452,Women,40,Middle Age Adult,12,Delivered,Flipkart,Saree,Free,1,1432,Bhopal,Madhya pradesh,B2C
453,Women,34,Young Adults,12,Delivered,Amazon,Kurta,M,1,325,Gautam buddha nagar,Uttar pradesh,B2C
454,Women,49,Senior,12,Returned,Amazon,Kurta,M,1,499,Sikkathambur palayam,Tamil nadu,B2C
455,Women,36,Young Adults,12,Delivered,Myntra,Set,XS,1,1299,Navelim,Goa,B2C
456,Women,29,Young Adults,12,Delivered,Myntra,Kurta,XS,1,399,Mangaluru,Karnataka,B2C
457,Women,34,Young Adults,12,Delivered,Amazon,Set,XS,1,1036,New delhi,Delhi,B2C
458,Women,30,Young Adults,12,Delivered,Myntra,Kurta,3XL,1,316,"Goregaon east, mumbai -  400097",Maharashtra,B2C
459,Women,48,Senior,12,Cancelled,Flipkart,Kurta,3XL,1,387,Nagaon,Assam,B2C
460,Women,23,Youth,12,Delivered,Amazon,Saree,Free,1,587,Hyderabad,Telangana,B2C
461,Men,40,Middle Age Adult,12,Delivered,Amazon,Western dress,M,1,743,Itahar,West bengal,B2C
462,Men,25,Youth,12,Delivered,Amazon,Western dress,3XL,1,1033,Coimbatore,Tamil nadu,B2C
463,Men,41,Middle Age Adult,12,Delivered,Flipkart,Set,M,1,939,Vadodara,Gujarat,B2C
464,Women,24,Youth,12,Delivered,Amazon,Set,XS,1,567,Nadiad,Gujarat,B2C
465,Women,31,Young Adults,12,Delivered,Amazon,Top,M,1,516,Dehradun,Uttarakhand,B2C
466,Men,40,Middle Age Adult,12,Cancelled,Myntra,Set,S,1,589,Varkala,Kerala,B2C
467,Women,76,Elderly,12,Delivered,Myntra,Saree,Free,1,654,Mumbai,Maharashtra,B2C
468,Women,46,Middle Age Adult,12,Delivered,Myntra,Set,S,1,566,Greater noida,Uttar pradesh,B2C
469,Men,46,Middle Age Adult,12,Delivered,Meesho,Western dress,XL,1,625,Nagpur,Maharashtra,B2C
470,Women,48,Senior,12,Delivered,Amazon,Kurta,L,1,322,Bengaluru,Karnataka,B2C
471,Women,67,Elderly,12,Delivered,Others,Set,M,1,562,Bengaluru,Karnataka,B2C
472,Men,33,Young Adults,12,Delivered,Amazon,Western dress,M,1,786,Chennai,Tamil nadu,B2C
473,Men,73,Elderly,12,Delivered,Flipkart,Western dress,L,1,744,Varanasi,Uttar pradesh,B2C
474,Men,25,Youth,12,Delivered,Amazon,Set,M,1,635,Mirik,West bengal,B2C
475,Women,46,Middle Age Adult,12,Delivered,Flipkart,Kurta,XL,1,627,Bangalore,Karnataka,B2C
476,Women,44,Middle Age Adult,12,Delivered,Myntra,Set,S,1,1362,New delhi,Delhi,B2C
477,Women,47,Senior,12,Delivered,Amazon,Saree,Free,1,688,Kolkata,West bengal,B2C
478,Men,28,Young Adults,12,Refunded,Amazon,Set,S,1,464,Ghaziabad,Uttar pradesh,B2C
479,Women,31,Young Adults,12,Delivered,Myntra,Set,XXL,1,599,Chennai,Tamil nadu,B2C
480,Women,73,Elderly,12,Returned,Flipkart,Kurta,L,1,431,Dehradun,Uttarakhand,B2C
481,Men,40,Middle Age Adult,12,Delivered,Flipkart,Saree,Free,1,471,Bengaluru,Karnataka,B2C
482,Women,39,Middle Age Adult,12,Delivered,Flipkart,Set,XS,1,967,Ernakulam,Kerala,B2C
483,Men,31,Young Adults,12,Delivered,Amazon,Kurta,M,1,399,Bally,West bengal,B2C
484,Men,24,Youth,12,Delivered,Flipkart,Top,S,1,549,Osmanabad,Maharashtra,B2C
485,Women,70,Elderly,12,Delivered,Flipkart,Set,3XL,1,999,Amreli,Gujarat,B2C
486,Women,50,Senior,12,Cancelled,Amazon,Kurta,XS,1,399,Jehanabad,Bihar,B2C
487,Women,45,Middle Age Adult,12,Delivered,Amazon,Saree,Free,1,399,Ernakulam,Kerala,B2C
488,Women,78,Elderly,12,Cancelled,Amazon,Saree,Free,1,499,Ghaziabad,Uttar pradesh,B2C
489,Women,44,Middle Age Adult,12,Delivered,Flipkart,Saree,Free,1,597,Jodhpur,Rajasthan,B2C
490,Women,22,Youth,12,Delivered,Nalli,Set,M,1,759,Hyderabad,Telangana,B2C
491,Women,31,Young Adults,12,Delivered,Nalli,Saree,Free,1,1111,Rewa,Madhya pradesh,B2C
492,Men,58,Elderly,12,Delivered,Amazon,Set,XS,1,589,Guwahati,Assam,B2C
493,Men,24,Youth,12,Delivered,Amazon,Set,M,1,759,Pimpri chinchwad,Maharashtra,B2C
494,Women,20,Youth,12,Delivered,Amazon,Set,L,1,788,Jaipur,Rajasthan,B2C
495,Women,43,Middle Age Adult,12,Delivered,Amazon,Saree,Free,1,537,Bengaluru,Karnataka,B2C
496,Men,22,Youth,12,Returned,Amazon,Saree,Free,1,999,Munger,Bihar,B2C
497,Women,57,Elderly,12,Delivered,Myntra,Set,S,1,759,Hyderabad,Telangana,B2C
498,Women,42,Middle Age Adult,12,Delivered,Amazon,Set,3XL,1,597,Thiruvananthapuram,Kerala,B2C
499,Women,62,Elderly,12,Delivered,Amazon,Set,XS,1,825,Amravati,Maharashtra,B2C
500,Women,26,Young Adults,12,Delivered,Meesho,Blouse,M,1,259,Hyderabad,Telangana,B2C
501,Men,76,Elderly,12,Delivered,Amazon,Set,XS,1,1068,Jalgaon,Maharashtra,B2C
502,Women,25,Youth,12,Delivered,Amazon,Kurta,M,1,888,Bangalore,Karnataka,B2C
503,Men,33,Young Adults,12,Delivered,Myntra,Set,L,1,1115,Robertsganj,Uttar pradesh,B2C
504,Men,35,Young Adults,12,Delivered,Others,Set,M,1,799,Dhaura tanda,Uttar pradesh,B2C
505,Women,27,Young Adults,12,Delivered,Amazon,Set,M,1,1120,"Indirapuram, ghaziabad",Uttar pradesh,B2C
506,Men,36,Young Adults,12,Delivered,Myntra,Set,S,1,857,Bantwal,Karnataka,B2C
507,Women,49,Senior,12,Delivered,Flipkart,Set,XS,1,788,Farrukhnagar,Haryana,B2C
508,Men,32,Young Adults,12,Delivered,Amazon,Set,XXL,1,599,Sullia,Karnataka,B2C
509,Women,48,Senior,12,Delivered,Flipkart,Top,XL,1,693,Kolhapur,Maharashtra,B2C
510,Men,42,Middle Age Adult,12,Delivered,Myntra,Western dress,L,1,743,Hyderabad,Telangana,B2C
511,Women,23,Youth,12,Cancelled,Ajio,Set,S,1,888,Gurugram,Haryana,B2C
512,Men,28,Young Adults,12,Delivered,Amazon,Saree,Free,1,484,Rewa,Madhya pradesh,B2C
513,Women,47,Senior,12,Delivered,Myntra,Set,XS,1,988,Chennai,Tamil nadu,B2C
514,Men,34,Young Adults,12,Delivered,Amazon,Saree,Free,1,764,Siwan,Bihar,B2C
515,Women,64,Elderly,12,Delivered,Nalli,Set,XL,1,850,Noida,Uttar pradesh,B2C
516,Women,25,Youth,12,Delivered,Amazon,Set,XL,1,684,New delhi,Delhi,B2C
517,Men,38,Middle Age Adult,12,Delivered,Ajio,Set,XS,1,759,Jalandhar,Punjab,B2C
518,Men,33,Young Adults,12,Delivered,Flipkart,Saree,Free,1,837,Ron,Madhya pradesh,B2C
519,Men,18,Youth,12,Delivered,Amazon,Western dress,M,1,948,Bargarh,Odisha,B2C
520,Men,48,Senior,12,Delivered,Flipkart,Western dress,XXL,1,776,Gurugram,Haryana,B2C
521,Men,18,Youth,12,Delivered,Myntra,Set,M,1,1008,Lucknow,Uttar pradesh,B2C
522,Women,31,Young Adults,12,Returned,Myntra,Kurta,M,1,481,Secunderabad,Telangana,B2C
523,Women,28,Young Adults,12,Delivered,Amazon,Set,L,1,1065,Thane,Maharashtra,B2C
524,Men,42,Middle Age Adult,12,Delivered,Amazon,Set,XL,1,969,Lucknow,Uttar pradesh,B2C
525,Women,21,Youth,12,Delivered,Nalli,Top,M,1,518,"Mumbai, bandra east",Maharashtra,B2C
526,Women,73,Elderly,12,Delivered,Flipkart,Kurta,XL,1,459,Bengaluru,Karnataka,B2C
527,Men,65,Elderly,12,Delivered,Flipkart,Saree,Free,1,597,Dehradun,Uttarakhand,B2C
